,strategy
1993-01-12,1.1748362515781667
1993-01-13,1.1893417368247905
1993-01-14,1.2119917402586633
1993-01-15,1.2220348645716288
1993-01-19,1.205016978610629
1993-01-20,1.1903462708109271
1993-01-21,1.2075761725838383
1993-01-22,1.2126850656389105
1993-01-25,1.2451704131756787
1993-01-26,1.2446108533005995
1993-01-27,1.228944463161556
1993-01-28,1.2335234997505506
1993-01-29,1.2344860560772606
1993-02-01,1.2644285280891707
1993-02-02,1.2646299144983713
1993-02-03,1.3038957794068984
1993-02-04,1.3244861609789487
1993-02-05,1.3189782689004879
1993-02-08,1.3104678618503183
1993-02-09,1.2916937213491995
1993-02-10,1.2980348764694805
1993-02-11,1.3082364531966746
1993-02-12,1.2833730281779956
1993-02-16,1.1940944640014395
1993-02-17,1.1910746109713204
1993-02-18,1.1842977219445108
1993-02-19,1.1959440517743263
1993-02-22,1.2014496247183843
1993-02-23,1.1989284537233835
1993-02-24,1.231758576766932
1993-02-25,1.2401484168715238
1993-02-26,1.2469523449015072
1993-03-01,1.2372022093591037
1993-03-02,1.2767429121349179
1993-03-03,1.2877291830626898
1993-03-04,1.2735145397833798
1993-03-05,1.2648699555170002
1993-03-08,1.319449375510906
1993-03-09,1.3179129974243717
1993-03-10,1.3302587309139735
1993-03-11,1.312764826277939
1993-03-12,1.2881584767925651
1993-03-15,1.2964329189357906
1993-03-16,1.2960535319409086
1993-03-17,1.2774952453158128
1993-03-18,1.2989213048941004
1993-03-19,1.288020452069895
1993-03-22,1.2785456128813422
1993-03-23,1.2776967971499678
1993-03-24,1.2725096173583905
1993-03-25,1.2953578734550872
1993-03-26,1.2685871182110193
1993-03-29,1.2937641923188434
1993-03-30,1.303304223690397
1993-03-31,1.309615126752496
1993-04-01,1.2899106878480804
1993-04-02,1.2234717013653909
1993-04-05,1.2286771866422024
1993-04-06,1.2217036415080658
1993-04-07,1.2311303279054686
1993-04-08,1.2252299122308674
1993-04-12,1.273700640297238
1993-04-13,1.280893216624365
1993-04-14,1.2760512970065923
1993-04-15,1.2737813379214042
1993-04-16,1.2783320275258736
1993-04-19,1.2656377396351037
1993-04-20,1.245561106220047
1993-04-21,1.2331700044112095
1993-04-22,1.1983457945747287
1993-04-23,1.1801289734729816
1993-04-26,1.1568094236398836
1993-04-27,1.179405740213257
1993-04-28,1.1794365494555636
1993-04-29,1.1854012452972407
1993-04-30,1.2023097071564914
1993-05-03,1.2116253897567273
1993-05-04,1.2232016537507873
1993-05-05,1.2270364016151694
1993-05-06,1.2169138758205669
1993-05-07,1.2102501012876117
1993-05-10,1.2137274335350348
1993-05-11,1.2237800308036444
1993-05-12,1.2267621131704614
1993-05-13,1.1896323674031652
1993-05-14,1.1914289691680218
1993-05-17,1.1961090377495136
1993-05-18,1.195777592212444
1993-05-19,1.239163382258051
1993-05-20,1.2573139484652227
1993-05-21,1.2271707670609184
1993-05-24,1.239681348504353
1993-05-25,1.2449034249393562
1993-05-26,1.273546471525914
1993-05-27,1.2657609099144416
1993-05-28,1.2496505085468523
1993-06-01,1.2746351099742212
1993-06-02,1.2747323666533161
1993-06-03,1.265488554388774
1993-06-04,1.2492166761067989
1993-06-07,1.2317527985393717
1993-06-08,1.2135821631842971
1993-06-09,1.219443827411203
1993-06-10,1.216953937980394
1993-06-11,1.2296183065113329
1993-06-14,1.2329300763463327
1993-06-15,1.2214584180295973
1993-06-16,1.2309341024434606
1993-06-17,1.2400458412270081
1993-06-18,1.19968745221441
1993-06-21,1.219720052000106
1993-06-22,1.2173590891794406
1993-06-23,1.1948700327505102
1993-06-24,1.22256433511114
1993-06-25,1.230347131896544
1993-06-28,1.2653442799101633
1993-06-29,1.2555479673253407
1993-06-30,1.262917569610346
1993-07-01,1.2405699816227735
